source,repo,state,labels,date,author,title,url,matched_keywords,body_snippet
github_issues,noir-lang/noir,closed,ssa; audit,2026-01-05,Savio-Sou,Fix security advisories (Group 3 - External 2),https://github.com/noir-lang/noir/issues/11078,,- [ ] https://github.com/noir-lang/noir/security/advisories/GHSA-8wpq-5mw8-8j85 - [ ] https://github.com/noir-lang/noir/security/advisories/GHSA-3878-8pjf-wgcq - [ ] https://github.com/noir-lang/noir/security/advisories/GHSA-9v2p-vwxc-jfh4 - [ ] https://github.com/noir-lang/noir/security/advisories/
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Non-standard treatment of nonzero values for boolean,https://github.com/noir-lang/noir/issues/11067,,"### Description  The `embedded_curve_add` function takes two triples of finite fields elements representing points on the elliptic curve as input. If `pedantic_solving` is `false`, the last entry of each triple is used to indicate if the point is the point at infinity or not.  Below a snippet showin"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Poseidon2 hash supports only a single squeeze,https://github.com/noir-lang/noir/issues/11066,poseidon,"### Description  The Poseidon2Sponge/poseidon\_hash wrapper allows exactly one squeeze; after a squeeze, squeezed is set and any further squeeze/absorb panics. The IV is computed as `iv = len << 64`, which matches Barretenberg only for `out_len=1`. The [barrenteberg implementation](https://github.co"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Use of non-canonical AES library,https://github.com/noir-lang/noir/issues/11065,library for; aes,"### Description  The implementation relies on the libaes library for the AES in CBC mode. Although this is most likely a secure library, it is not the most standard library to be used.  ## Impact  Use of a non-canonical library introduces dependency risk, including potential unpatched vulnerabilitie"
github_issues,noir-lang/noir,closed,Improvement,2026-01-05,stephensj2,Hard-coded poseidon2 parameter,https://github.com/noir-lang/noir/issues/11064,poseidon; instead of,"Copy of https://app.audithub.dev/app/organizations/161/projects/543/project-viewer?version=1306&issueId=663.  ### Description  The Poseidon2 implementation advertises configurable t/rate, but is fixed to `t=4` and a hard-coded rate:  -   `matrix_multiplication_4x4` asserts `input.len() == 4` and use"
github_issues,noir-lang/noir,open,Improvement,2026-01-05,stephensj2,Use of AES mode not supporting authentication,https://github.com/noir-lang/noir/issues/11063,aes,Copy of https://app.audithub.dev/app/organizations/161/projects/543/project-viewer?version=1306&issueId=673.  ### Description  The current use of AES CBC provides confidentiality but does not provide authentication or integrity protection. Ciphertexts are not protected by a MAC or an AEAD constructi
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Non-canonical field encodings accepted,https://github.com/noir-lang/noir/issues/11062,,### Description  `acir_field::FieldElement` accepts non-canonical encodings and reduces them modulo p  -   `from_be_bytes_reduce`/`from_le_bytes_reduce` call `from_*_bytes_mod_order` on arbitrary byte slices. 	 -   `from_hex`/`try_from_str` decode hex/strings and likewise reduce via `from_*_bytes_mo
github_issues,noir-lang/noir,open,Improvement,2026-01-05,stephensj2,Non-canonical field encodings accepted,https://github.com/noir-lang/noir/issues/11061,,Copy of https://app.audithub.dev/app/organizations/161/projects/543/project-viewer?version=1306&issueId=667.  ### Description  `acir_field::FieldElement` accepts non-canonical encodings and reduces them modulo p  -   `from_be_bytes_reduce`/`from_le_bytes_reduce` call `from_*_bytes_mod_order` on arbi
github_issues,noir-lang/noir,open,Improvement,2026-01-05,stephensj2,Remove dead code in bn254_blackbox_solver's `embedded_curve_ops.rs`,https://github.com/noir-lang/noir/issues/11060,bn254; grumpkin,"Copy of https://app.audithub.dev/app/organizations/161/projects/543/project-viewer?version=1306&issueId=665.  ### Description  In Arkworks’ Affine, the point at infinity is represented by `xy() == None`. Calling `is_zero()` on an affine point returns true only for the identity. That makes the `is_ze"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Panic on invalid R.x encoding in ECDSA verify,https://github.com/noir-lang/noir/issues/11059,ecdsa; rsa; secp256k1; instead of,"### Description  In blackbox\_solver/src/ecdsa/secp256k1.rs the verifier decodes the x‑coordinate of the computed point R with `Scalar::from_repr(*x).unwrap()`. If R.x reduces to a field element ≥ group order, which is possible because the base field is larger than the order, `from_repr` returns `No"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Panic on malformed ECDSA inputs,https://github.com/noir-lang/noir/issues/11058,ecdsa; secp256k1; instead of,### Description  The secp256k1 verifier uses unchecked conversions that panic on malformed inputs:  -   `GenericArray::from_slice(hashed_msg)` panics if `hashed_msg` is not exactly 32 bytes (test trims\_overly\_long\_hashes\_to\_correct\_length). 	 -   `Scalar::from_repr(*GenericArray::from_slice(p2
github_issues,noir-lang/noir,open,Bug,2026-01-05,stephensj2,Poseidon2 implementation missing SAFE (Sponge API for Field Elements),https://github.com/noir-lang/noir/issues/11057,poseidon,"Copy of https://app.audithub.dev/app/organizations/161/projects/543/project-viewer?version=1306&issueId=674.  ### Description  The file `poseidon2.rs` implements the Poseidon2 permutation, but the hash/sponge layer on top is still Poseidon-v1–style. Specifically, IV injection and padding are Barrete"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Maintainability issues,https://github.com/noir-lang/noir/issues/11056,difference between,"Copy of https://app.audithub.dev/app/organizations/161/projects/462/project-viewer?version=1133&issueId=722.  ### Description  There are several minor code quality and maintainability issues that came up during the review, which have been compiled into this issue:  -   In `array_set_value()`, the ca"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Blackbox function arguments extracted with array indexing,https://github.com/noir-lang/noir/issues/11055,,"### Description  The `call_black_box()` function is responsible for creating and adding `BlackBoxFuncCall` ACIR opcodes to the circuit. To do this, it must first create a `BlackBoxFunc` struct from its provided parameters. For most of the target blackbox functions, the function makes use of a helper"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,CircuitSimulator allows unknown witness value in write operations,https://github.com/noir-lang/noir/issues/11054,,"### Description  The `CircuitSimulator::try_solve()` function determines whether a given opcode is solvable and simultaneously updates its set of `solvable_witnesses` with any newly ""known"" witnesses. In the case of array operations, the function first checks that the underlying array has been initi"
github_issues,noir-lang/noir,closed,ACIR/ACVM; Improvement,2026-01-05,stephensj2,Defensive programming improvements,https://github.com/noir-lang/noir/issues/11053,,Copy of https://app.audithub.dev/app/organizations/161/projects/462/project-viewer?version=1133&issueId=726.  ### Description  The security analysts identified the following locations where the code could be strengthened to prevent potential corner cases or mistakes:  -   Several structs that hold i
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Missing checks on blackbox function arguments and return values,https://github.com/noir-lang/noir/issues/11052,poseidon; aes,"### Description  The partial witness generator makes several implicit assumptions about the structure of the arguments and outputs when evaluating blackbox function calls. In particular:  -   In `solve_aes128_encryption_opcode()`, the computed `ciphertext` is zipped with the `outputs`, without check"
github_issues,noir-lang/noir,open,Improvement,2026-01-05,stephensj2,Corner cases in `to_radix` Brillig directive,https://github.com/noir-lang/noir/issues/11051,,"Copy of https://app.audithub.dev/app/organizations/161/projects/462/project-viewer?version=1133&issueId=734.  ### Description  The review included function definitions for three Brillig standard library functions, one of which is the `to_radix` directive that decomposes an input value into an array "
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Invalid i128 can be decoded,https://github.com/noir-lang/noir/issues/11050,,"### Description  The `try_into_i128` implementation for `FieldElement<F>` attempts to convert a field element into an `i128` and notably is intended to fail if the field element does not represent a valid `i128`. The conversion, shown below, first infers whether the given value represents a positive"
github_issues,noir-lang/noir,open,ACIR/ACVM; Improvement,2026-01-05,stephensj2,Heavy reliance on previous steps,https://github.com/noir-lang/noir/issues/11049,rsa; poseidon,Copy from https://app.audithub.dev/app/organizations/161/projects/462/project-viewer?version=1133&issueId=742.  ### Description  There are a number of locations in the codebase where the logic of the code relies on calling code or prior optimization/transformation passes to enforce key properties. T
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,ArrayGet can load values with larger type than result type,https://github.com/noir-lang/noir/issues/11048,,"### Description  When converting conditional `ArrayGet` instructions, the compiler multiplies the index of the read by the `current_side_effects_enabled_var` in order to create a predicated index.  This transformation may not always respect the types of the instruction if the underlying array is het"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,`transform_internal_once` doesn't transform all expressions,https://github.com/noir-lang/noir/issues/11047,,### Description  The `transform_internal_once()` transformation pass takes as input an ACIR circuit and transforms its opcodes in order to respect a provided expression width. To do this it uses the `CSatTransformer` to introduce intermediate variables used to simplify expressions and then uses the 
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,Off-by-one in CSAT optimization can remove a term from an expression,https://github.com/noir-lang/noir/issues/11046,,"### Description  In the CSAT transformation pass, the `partial_opcode_scan_optimization()` creates intermediate variables in order to compress an input expression so that it fits into a desired width. This is done by (1) creating intermediate variables for any quadratic terms in the input expression"
github_issues,noir-lang/noir,closed,,2026-01-05,stephensj2,`get_or_create_witness_var` can return constants,https://github.com/noir-lang/noir/issues/11045,instead of,"### Description  `get_or_create_witness_var()` takes as input an ACIR variable and returns another variable that should map to a single witness. The returned value could be the input itself, if it is already a single witness. Otherwise, the function creates a fresh witness that is constrained to be "
github_issues,noir-lang/noir,closed,,2026-01-02,asterite,No error when associated type in trait impl has no type,https://github.com/noir-lang/noir/issues/11034,,### Aim  This code:  ```noir pub trait Trait {     type Assoc; }  impl Trait for Field {     type Assoc; }  fn main() {} ```  ### Expected Behavior  It should error saying that `type Assoc` is missing a type.  ### Bug  It doesn't error.  ### To Reproduce  1. 2. 3. 4.   ### Workaround  None  ### Work
github_issues,noir-lang/noir,closed,brillig,2025-12-24,asterite,Brillig: assertion failure message is lost when string is defined in variable,https://github.com/noir-lang/noir/issues/11017,,"### Aim  When this program is executed with `nargo execute --force-brillig`  ```noir fn main() {     assert(false, ""oops""); } ```  we get:  ``` error: Assertion failed: oops   ┌─ src/main.nr:2:12   │ 2 │     assert(false, ""oops"");   │            ----- ```  However, with this program:  ```noir fn mai"
github_issues,noir-lang/noir,closed,comptime,2025-12-24,asterite,SkippedDueToTypeErrors should be handled internally like Break/Continue,https://github.com/noir-lang/noir/issues/11016,,### Aim  This code:  ```noir fn main() {     let s1 = comptime {         foo     };     call!(quote {}); }  comptime fn call(x: Quoted) -> Quoted {     quote { $x() } } ```  produces this crash:  ``` The application panicked (crashed). Message:  internal error: entered unreachable code: SkippedDueTo
github_issues,noir-lang/noir,open,,2025-12-23,michaeljklein,Consider simplifying `Field` division for arithmetic numeric generics,https://github.com/noir-lang/noir/issues/11013,,### Problem  https://github.com/noir-lang/noir/blob/70ea6888991f7a16d10e8d5b50adb33aa1234fe7/compiler/noirc_frontend/src/hir_def/types/arithmetic.rs#L337  https://github.com/noir-lang/noir/blob/70ea6888991f7a16d10e8d5b50adb33aa1234fe7/compiler/noirc_frontend/src/hir_def/types/arithmetic.rs#L666-L669
github_issues,noir-lang/noir,open,ssa; Improvement,2025-12-23,stry-tt,[Improvement] Constant folding pass doesn't perform deduplication for some certain value type combination,https://github.com/noir-lang/noir/issues/11008,,Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/23.  ## Description When [`simplify`](https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/src/ssa/opt/constant_folding/simplification_cache.rs#L80-L94) returns` None` f
github_issues,noir-lang/noir,open,ssa; Improvement,2025-12-23,stry-tt,Outdated Comment: Bit Shift Exponent Type Not Restricted to u8,https://github.com/noir-lang/noir/issues/11007,outdated,"Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/15.  ## Description https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/src/ssa/opt/remove_bit_shifts.rs#L335 Outdated comment incorrectly states ""exponent is always u8"
github_issues,noir-lang/noir,open,ssa; Improvement,2025-12-23,stry-tt,Dead Code: Multi-Block Handling in Single-Block Preconditioned Pass,https://github.com/noir-lang/noir/issues/11006,,Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/14.  ## Description https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/src/ssa/opt/remove_enable_side_effects.rs#L60-L65 The pass contains multi-block handling code th
github_issues,noir-lang/noir,open,,2025-12-23,stry-tt,[ICE] Oracle function does not forbid reference parameter and return values,https://github.com/noir-lang/noir/issues/11005,,## Description The function [`allocate_external_call_results`](https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/src/brillig/brillig_gen/brillig_call/mod.rs#L43) handles return types from `oracle` function calls. It supports:   - `Type::Numeric(
github_issues,noir-lang/noir,closed,,2025-12-22,stry-tt,Test uses non-boolean type as condition for `enable_side_effects` instruction.,https://github.com/noir-lang/noir/issues/11000,,"## Description Some tests in `remove_enable_side_effects.rs` uses non-boolean type as condition for `enable_side_effects` instruction. e.g., here: https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/src/ssa/opt/remove_enable_side_effects.rs#L193-L"
github_issues,noir-lang/noir,closed,,2025-12-22,stry-tt,Test module naming inconsistency: mod test should be mod tests,https://github.com/noir-lang/noir/issues/10999,,## Description `mod test` should be `mod tests` to follow Rust conventions and maintain consistency with other test modules in the codebase. https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/src/ssa/opt/remove_enable_side_effects.rs#L121
github_issues,noir-lang/noir,closed,,2025-12-22,stry-tt,"Typo in module documentation: ""diving"" should be ""dividing""",https://github.com/noir-lang/noir/issues/10998,,"## Description The module-level documentation contains a typo: ``` //! Shifting an unsigned integer to the right by N is the same as diving by 2^N: ``` The word ""diving"" should be ""dividing"".  https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/sr"
github_issues,noir-lang/noir,closed,,2025-12-22,stry-tt,Unnecessary heap allocation via `to_vec()`,https://github.com/noir-lang/noir/issues/10997,,"## Summary The code unnecessarily allocates a `Vec<ValueId>` [here](https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/src/ssa/opt/constant_folding/result_cache.rs#L50)  This allocation occurs in a hot path during constant folding's cache lookup,"
github_issues,noir-lang/noir,closed,,2025-12-22,stry-tt,Incorrect arithmetic example in documentation comment,https://github.com/noir-lang/noir/issues/10996,,"## Summary The documentation comment for the `use_constraint_info` field is incorrect [here](https://github.com/noir-lang/noir/blob/f370fc610e7e59d172817664c849980f12eaaee6/compiler/noirc_evaluator/src/ssa/opt/constant_folding/mod.rs#L179-L185).  ``` /// For example, this allows simplifying the inst"
github_issues,noir-lang/noir,closed,,2025-12-22,stry-tt,Inconsistent Constant-Check in Brillig Memory Operations,https://github.com/noir-lang/noir/issues/10995,,"The `brillig_array_get_and_set` SSA pass offsets constant array indexes before Brillig codegen to avoid runtime addition operations. During Brillig codegen, `brillig_memory.rs` checks whether an index is constant to determine if the offset was applied.    The two modules use different methods for th"
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,Buffer overflow on brillig array index calculation for indexes near the u32 limit,https://github.com/noir-lang/noir/issues/10990,,"## Description  In the `brillig_array_get_and_set` pass, we need to adapt the value of the index of `array_get`/`array_set` operations to handle slices and arrays representation in memory. We do this by adding `1` for arrays or `3` for slices, but it might trigger a buffer overflow bug for indexes n"
github_issues,noir-lang/noir,open,ssa; Improvement,2025-12-21,franfrandev,Also cache by return value to improve caching preformance for polymorphic return types,https://github.com/noir-lang/noir/issues/10989,,"Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/27.  ## Finding Description  In the result cache, we currently disallow the usage of polymorphic function calls. This is a fix for a compiler crash in the past, where the function call result was cached but since this ins"
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,LICM does not emits an inc_rc for a Call returning an array,https://github.com/noir-lang/noir/issues/10988,,"## Finding Description  Similar to the `MakeArray` if the `Call` instruction can be hoisted but returns an array, we need to return `WithRefCount`.  ## Proof of Concept  ```rust #[test] fn call_func_make_arr_inc_rc() {     for expr in &[         ""make_array [u8 0, u8 1, u8 2, u8 3] : [u8; 4]"",      "
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,array_set instruction can be deduplicated which might lead to different RC outcomes,https://github.com/noir-lang/noir/issues/10987,,"## Description  In [`can_be_deduplicated`](https://github.com/noir-lang/noir/blob/cba5f56a58fcbc627020ad72c0611c3393f95ce4/compiler/noirc_evaluator/src/ssa/opt/constant_folding/mod.rs#L645), we allow the `ArraySet` instruction to be deduplicated if it's under the same predicate. This may be problema"
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,two_pow implicitly expects the exponent bit size to be a power of two,https://github.com/noir-lang/noir/issues/10986,,"## Finding Description  When calculating the `max_exponent_bits` which is the the amount of bits required to represent the exponent as bits, if the `get_value_max_num_bits` of the exponent is more than 1, we return the `log2` of the bit size.  [`ilog2()`](https://doc.rust-lang.org/std/primitive.u32."
github_issues,noir-lang/noir,open,Improvement,2025-12-21,franfrandev,Binary::requires_acir_gen_predicate could handle div/mod with overflow,https://github.com/noir-lang/noir/issues/10985,,"Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/22.  ## Description  Similar to [returning `false` for `requires_acir_gen_predicate` for bit shifts](https://github.com/noir-lang/noir/issues/10652) which are known to not overflow, we could do the same with div/mod opera"
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,Use the lhs_typ variable in insert_shift_right,https://github.com/noir-lang/noir/issues/10984,instead of,## Description  Use the `lhs_typ` variable instead of creating a new one  ## Recommendation  ```diff diff --git a/compiler/noirc_evaluator/src/ssa/opt/remove_bit_shifts.rs b/compiler/noirc_evaluator/src/ssa/opt/remove_bit_shifts.rs index 252301433a..04eac1612f 100644 --- a/compiler/noirc_evaluator/s
github_issues,noir-lang/noir,open,ssa; Improvement,2025-12-21,franfrandev,"nit: max_bit_shift_size could be improved to also handle recursive cast, truncate, and caching",https://github.com/noir-lang/noir/issues/10983,rsa,Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/20.  ## Description  The computation of `max_bit_shift_size` in the `remove_bit_shifts` pass could be improved. It misses opportunities to derive tighter bounds for non-constant rhs values that are the result of recursive
github_issues,noir-lang/noir,open,ssa; Improvement,2025-12-21,franfrandev,DataFlogGraph::is_constant should not be called for functions,https://github.com/noir-lang/noir/issues/10982,,"Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/19.  ## Finding Description  When we check if arguments passed to e.g. functions are constant, `DataFlowGraph::is_constant` is called for each argument  https://github.com/noir-lang/noir/blob/e76a83247cd3e880b286e9805a3e8"
github_issues,noir-lang/noir,open,ssa; Improvement,2025-12-21,franfrandev,slice length tracking could be more advanced in remove_unreachable_instructions,https://github.com/noir-lang/noir/issues/10981,,Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/18.  ## Finding Description  The way we track `slice_sizes` in `remove_if_else` to pass is to the `ValueMerger` is much more advanced  than what we do in [`remove_unreachable_instructions`](https://github.com/noir-lang/no
github_issues,noir-lang/noir,closed,ssa; Improvement,2025-12-21,franfrandev,slice_insert intrinsic is pure and could potentially lead to modified semantics,https://github.com/noir-lang/noir/issues/10980,,"Copy of https://cantina.xyz/code/4a299eab-5db5-4a0e-9f12-fa3f13c33946/findings/17.  ## Description  In the `constant_folding` pass, `can_be_deduplicated` is a function that tells wether an instruction may be cached, and respective of the `enable_side_effects` context or not. For [calls](https://gith"
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,Potential buffer overflow in ValueMerger for huge arrays,https://github.com/noir-lang/noir/issues/10979,,"## Description  In the `remove_if_else` pass, we use the `ValueMerger` to make sure that slices/arrays returned from an if/else are correctly constrained by doing `if_condition * then_value + else_condition * else_value`. There is a potential overflow that could lead to a buffer overflow for huge ar"
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,remove_if_else can overflow calculated slice size which could potentially underconstrain arrays,https://github.com/noir-lang/noir/issues/10978,,"## Description  In the `remove_if_else` pass, we do an exact calculation of slice sizes by going through instructions but there is an overflow that is possible when a slice size is incremented which will make the `ValueMerger` only constrain lower parts of arrays.  ```rust match self.slice_capacity_"
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,Forbid arrays storing inside of `self.slice_sizes`,https://github.com/noir-lang/noir/issues/10977,,## Description  We should never store arrays to in the `self.slice_sizes` map because a call to the black_box hint hits an assertion failure that is caught at compilation thanks to the defensive design.  ## Proof of Concept  It can be done by calling the `as_slice` intrinsic and then calling the `bl
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,Return early of remove_if_else pas if no IfElse instruction,https://github.com/noir-lang/noir/issues/10976,,## Description  We could remove early of the `remove_if_else` pass in order to avoid counting slice sizes since there is nothing to optimize if there is no `IfElse` instruction left.  ## Recommendation  ```diff diff --git a/compiler/noirc_evaluator/src/ssa/opt/remove_if_else.rs b/compiler/noirc_eval
github_issues,noir-lang/noir,closed,,2025-12-21,franfrandev,Compiler crashes in remove_if_else for std::hint::black_box,https://github.com/noir-lang/noir/issues/10975,,## Summary  There are multiple plausible compiler crashes in the `remove_if_else` pass because of wrong assumptions regarding elements passed to the `std::hint::black_box` function which could be  - zero-sized items - not-a-slice - multiple values (e.g. tuples) - unexpected values (e.g. closures)  #
github_issues,noir-lang/noir,open,,2025-12-19,michaeljklein,Improve error message when non-`u32` associated constant is too large or small for its type,https://github.com/noir-lang/noir/issues/10972,,### Problem  When compiling the following programs:  1.  ```noir trait Foo {     let X: u8; }  impl Foo for () {     let X: u8 = 257; }  fn main() {     println(<() as Foo>::X); } ```  2.  ```noir trait Foo {     let X: u8; }  impl Foo for () {     let X: u8 = -1; }  fn main() {     println(<() as F
github_issues,noir-lang/noir,closed,,2025-12-19,michaeljklein,Literal numeric generics are sometimes not failing when declared with values outside their range,https://github.com/noir-lang/noir/issues/10971,,"### Aim  I attempted to compile and run the following programs:  1.  ```noir pub type X: u8 = 257; pub type Y: u8 = -1; pub type Z: i8 = -257;  trait Foo {     let X: u8;     let Y: u8; }  impl Foo for () {     let X: u8 = 257;     let Y: u8 = -1; }  struct Bar<let A: u8, let B: u8, let C: i8> { }  "
github_issues,noir-lang/noir,closed,,2025-12-19,michaeljklein,Printing signed numeric generics `1 * (-1)` produces the `Field` value for `-1`,https://github.com/noir-lang/noir/issues/10970,,### Aim  I attempted to compile and run the following program:  ```noir pub type X: i32 = 1 * (-1); pub type Y: i32 = 1 / (-1);  fn main() {     let x: i32 = 1 * (-1);     let y_field: Field = 0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000000;     let y: i32 = y_field as i32;     le
github_issues,noir-lang/noir,closed,,2025-12-19,michaeljklein,Numeric generics modulo with `-1` failing with assertion error,https://github.com/noir-lang/noir/issues/10969,,"### Aim  I attempted to compile and run the following programs:  1.  ```noir fn main() {     let x: i32 = 0 % (-1);     println(x); } ``` 2.  ```noir pub type X: i32 = 0 % (-1);  fn main() {     println(X); } ```  ### Expected Behavior  I expected that the printed results would agree, or that both p"
github_issues,noir-lang/noir,closed,,2025-12-19,michaeljklein,Panic when expanding type alias of negative signed numeric generics from subtraction,https://github.com/noir-lang/noir/issues/10967,,### Aim  I attempted to run `nargo expand` on the following program:  ```noir pub type X: i32 = 0 - 1;  fn main() { } ```  ### Expected Behavior  I expected `nargo expand` to succeed or fail with a user error  ### Bug  ``` ❯ ~/.nargo/bin/nargo expand The application panicked (crashed). Message:  Exp
github_issues,noir-lang/noir,closed,,2025-12-18,nethoxa,Misplaced errors in if statement if missing condition,https://github.com/noir-lang/noir/issues/10962,,### Aim  Trying to compile the next code misplaced the error to the last statement in the `if` block plus the next statement afterwards:  ```rust fn main() {     if {         let a = 1;     }     let b = 2; } ```  ### Expected Behavior  Should highlight the error right after the `if` keyword  ### Bu
github_issues,noir-lang/noir,closed,,2025-12-18,aakoshh,The `solidity_verifier` example doesn't work,https://github.com/noir-lang/noir/issues/10960,,"### Aim  https://github.com/noir-lang/noir/pull/10956#issuecomment-3671291207  The `examples/solidity_verifier` fails on CI.  ### Expected Behavior  It should pass.  ### Bug  ``` Running solidity_verifier Scheme is: ultra_honk, num threads: 4 (mem: 7.94 MiB) CircuitProve: Proving key computed in 3 m"
github_issues,noir-lang/noir,closed,,2025-12-18,aakoshh,The `recursion` example doesn't work,https://github.com/noir-lang/noir/issues/10959,kzg,### Aim  https://github.com/noir-lang/noir/pull/10956#issuecomment-3671285858  The `examples/recursion` doesn't work any more and should be fixed.  ### Expected Behavior  It should pass on CI.  ### Bug  ``` Running recursion Cloning into '/home/runner/nargo/github.com/aztecprotocol/aztec-packages/v0
github_issues,noir-lang/noir,closed,,2025-12-18,Savio-Sou,Automate setups and executions in `check-critical-libraries.sh` for libraries with non-default tests,https://github.com/noir-lang/noir/issues/10958,sha256; instead of,"### Problem  Certain noir-lang library tests rely on oracles, which instead of just running `nargo test` require additional steps to set up and execute tests.  _sha256_ for example, users wanting to test the library are expected to: 1. Install yarn 2. Run `yarn install` 3. Run https://github.com/noi"
github_issues,noir-lang/noir,open,,2025-12-17,michaeljklein,Consider renaming `UnresolvedTypeData::Resolved`,https://github.com/noir-lang/noir/issues/10950,,"### Problem  From the name, I expected that `UnresolvedTypeData` can only contain unresolved type data, but `UnresolvedTypeData::Resolved` has been resolved  ### Happy Case  Consider renaming either `UnresolvedTypeData` or else the `UnresolvedTypeData::Resolved` enum variant  ### Workaround  None  #"
github_issues,noir-lang/noir,closed,,2025-12-17,aakoshh,Parser can hit stack overflow,https://github.com/noir-lang/noir/issues/10948,,### Aim  Came up in https://github.com/noir-lang/noir/pull/10938/changes/8535808f7276767176745e677551f247636a40da#diff-71ef4ebd1447a72f32396063dc17cc15fcbafdc1933dc9b07f57fcc30484b36eR374-R393  Say we have a test like this: ```rust #[test] fn deeply_nested_expression_overflow() {     // Build expres
github_issues,noir-lang/noir,open,,2025-12-17,aakoshh,Update C++ codegen,https://github.com/noir-lang/noir/issues/10947,instead of,"https://github.com/AztecProtocol/aztec-packages/pull/19047 runs a Python script on the `acir.cpp` and `witness.cpp` files that Noir generates to: * remove `bincode` support, which is also done in https://github.com/noir-lang/noir/pull/10928 * change how structs are packed to use ARRAY format instead"
github_issues,noir-lang/noir,closed,,2025-12-17,rya-sge,Failed to lock git dependencies cache,https://github.com/noir-lang/noir/issues/10946,,"When I try to compile noir contracts with the command `aztec-nargo compile`, I have the following error:  > The application panicked (crashed). > Message:  Failed to lock git dependencies cache: Os { code: 13, kind: PermissionDenied, message: ""Permission denied"" } > Location: tooling/nargo_toml/src/"
github_issues,noir-lang/noir,closed,,2025-12-17,michaeljklein,Consider whether it's necessary to have both `where_clause` and `resolved_trait_bounds`,https://github.com/noir-lang/noir/issues/10945,,### Problem  In   https://github.com/noir-lang/noir/blob/f1d6f5601135f38c5b76ebb6b4c438a01c314c8a/compiler/noirc_frontend/src/elaborator/traits.rs#L203  There's the following comment:  https://github.com/noir-lang/noir/blob/f1d6f5601135f38c5b76ebb6b4c438a01c314c8a/compiler/noirc_frontend/src/elabora
github_issues,noir-lang/noir,open,,2025-12-17,michaeljklein,Consider renaming `lookup_trait_implementation` so that it's clearer that it applies type bindings,https://github.com/noir-lang/noir/issues/10944,,"### Problem  From the name `lookup_trait_implementation`, it seems unclear to me that type bindings may be applied, but, in the current implementation:  https://github.com/noir-lang/noir/blob/f1d6f5601135f38c5b76ebb6b4c438a01c314c8a/compiler/noirc_frontend/src/node_interner/trait_impl.rs#L172-L179  "
