source,repo,category,date,author,title,url,matched_keywords,body_snippet
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-25,pememoni,MIBZ: Multi-Identity-Based Encryption and Zero-Knowledge Proofs for Real-Time Encrypted Economies,https://github.com/orgs/noir-lang/discussions/6362,,**Title**  MIBZ: Multi-Identity-Based Encryption and Zero-Knowledge Proofs for Real-Time Encrypted Economies  **Summary**  This project proposes a novel cryptosystem that leverages Multi-Party Computation (MPC) and Zero-Knowledge Proofs (ZKPs) to unlock “Magic In-Between Zones”—enabling real-time en
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-25,unstealthy-hedgehog,[NRG#2 Proposal] Multiplayer games with shared map but private pieces,https://github.com/orgs/noir-lang/discussions/6359,commitment,"### Summary  An interesting mechanic of some multiplayer board games is the ability to execute strategies without revealing information about them until necessary. To do this, players must convince each other that their actions follow the game rules, while keeping them private. Some actions might ev"
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-25,wertikalk,zkDML: Zero Knowledge Distributed Machine Learning,https://github.com/orgs/noir-lang/discussions/6353,plonk,"## Summary    ### Problem Overview:    Various organizations, like medical institutions, schools, or corporate businesses own large amounts of data that is considered highly valuable for creating Machine Learning (ML) models. However, the nature of data, which may be sensitive personal data or corpo"
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-24,bunny-sleepy,PPP: Practical Privacy-Perserving ZKP Outsourcing via TEEs and 2PC,https://github.com/orgs/noir-lang/discussions/6343,kzg; plonk; commitment,"# Summary    We propose to design and develop **PPP (Practical Privacy-Perserving ZKP Outsourcing)**, a secure and efficient protocol for outsourcing zk-SNARK generation using Trusted Execution Environments (TEEs). PPP addresses the inefficiencies of current solutions (e.g., the use of heavy cryptog"
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-24,wadesonghang,zkSpin - Building a Decentralized Future for Privacy Games with Noir and MPC on Aztec,https://github.com/orgs/noir-lang/discussions/6336,,"# **Summary**    We aim to develop a decentralized, privacy-preserving poker game on the **Aztec** using **Noir** and **Multi-Party Computation (MPC)**. The primary goal is to maintain the privacy of players' hands while ensuring transparent gameplay for actions such as betting and determining winne"
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-23,miaoabcd,Singularity - Darkpool proposal with ZK (Noir-lang) and FHE,https://github.com/orgs/noir-lang/discussions/6320,schnorr; nullifier,"# Summary    In the world of financial trading, dark pools have emerged as a critical tool for traders seeking to execute large orders without revealing their intentions to the wider market. Traditional dark pools -- privately organised exchanges or forums -- allow institutions to transact away from"
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-22,ewynx,Publicly Verifiable & Private Collaborative ML Model Training,https://github.com/orgs/noir-lang/discussions/6317,ecdsa; rsa; bignum; plonk; halo2; outdated; instead of,"## Summary    Verifiable & Private Collaborative Machine Learning (ML) Model Training will allow multiple parties to jointly train machine learning models while maintaining the privacy of their datasets. In addition, a collaborative zero-knowledge proof of the computation is delivered, giving public"
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-17,vaughanlove,"Enigma Auctions: Privacy-Preserving Multi-Party Auctions with Noir, MPC and ZK-Verified Local Elo Scores",https://github.com/orgs/noir-lang/discussions/6294,,**Title:** Enigma Auctions: A Framework for Custom Privacy-Preserving Auctions using Noir and REP3 MPC    **Summary:**   Enigma Auctions is a framework that enables anyone to create custom privacy-preserving auctions using Noir circuits and TACEO's REP3 MPC protocol. The system allows auction creato
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-15,deryakarl,TLS2n (TLS Notary with Noir),https://github.com/orgs/noir-lang/discussions/6290,instead of,**Summary**:    An MVP of TLS2N would start by delivering a forked implementation of TLSNotary with an integration that allows for selective disclosure of attested TLS data that is evaluated within a noir circuit.    Using the very handy properties of recursive ZK proofs - this TLS2N proof could the
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-14,Savio-Sou,[NRG Request] Private Shared States with up to US$100k in Grants,https://github.com/orgs/noir-lang/discussions/6289,commitment,"Zero-Knowledge Proofs (ZKP) unlock the ability for users to compute over private data, but only on data they individually own.     Private shared states (PSS) can enable valuable use cases, such as brokers pairing dark pool orders, dating apps matching mutual interests, and game servers computing fo"
github_discussions,noir-lang/noir,General NRG,2024-09-04,Savio-Sou,What are Noir Research Grants?,https://github.com/orgs/noir-lang/discussions/5933,looking for,"Noir Research Grants (NRGs) are collectively an open platform for grassroot Noir research, where all are welcome to leverage it hosting Noir research initiatives.    All NRGs are hosted in public. You can find all past and currently running NRGs here in noir-lang's GitHub Discussions.    ---    If y"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-09-04,Savio-Sou,Announcing NCR#1 Selected Proposals,https://github.com/orgs/noir-lang/discussions/5932,looking for; commitment,"## Overview    The NCR#1 initiative orients around pushing the frontiers on privacy-first and provable emails, breaking data out of silos and in turn unlocking innovative use cases unachievable until now.    As a strong believer in the vision, [Aztec Labs](https://aztec-labs.com/) is sponsoring a to"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-29,Savio-Sou,Announcing NCR#1 Audit Partners,https://github.com/orgs/noir-lang/discussions/5863,looking for; commitment,"## Overview    The NCR#1 initiative orients around pushing the frontiers on privacy-first and provable emails, in turn unlocking new applications that uniquely leverage the technology and ultimately benefits end users.    In addition to offering $80,000 in grants towards the research and development"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-25,wakeuplabs,[NCR#1 Proposal] Trustless Open-Source Remuneration through zkEmail,https://github.com/orgs/noir-lang/discussions/5819,,"## **Summary**    Open-source contributors often face challenges in securing guaranteed monetary rewards even after resolving issues that have been pre-approved by organizations.    As observed in traditional bug bounty platforms like Code4Arena and open-source projects, developers may propose fixes"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-25,Fantoni0,[NCR#1 Proposal] zkEmail Implementation Nethermind's Application,https://github.com/orgs/noir-lang/discussions/5817,rsa; aes,"## **Title:** Zk-Email Implementation Proposal    ## **Summary**    This is a proposal to develop in Noir a version of [[zkemail.xyz](http://zkemail.xyz/)](http://zkemail.xyz) application. zk-email allows users to verifiably prove ownership of a particular email address. On a high level, this is don"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-25,gittysachin,[NCR#1 Proposal] TruthOracle: Modular ZK-Enhanced Crypto Prediction Market Resolver using zkEmail,https://github.com/orgs/noir-lang/discussions/5816,,"### **Summary:**  This proposal outlines the development of a modular prediction market platform built on [Berachain](https://docs.berachain.com/learn/), leveraging zkEmail authentication using Noir. Each feature of the platform will be built as a standalone module that can be used as an SDK in othe"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-25,mohammed7s,[NCR#1 Proposal] Regex.nr: A Noir Library for Compiling Regular Expression Circuits for Text Verification,https://github.com/orgs/noir-lang/discussions/5815,library for; existing implementation; halo2; ultrahonk,"## Summary  **Regex.nr** is a Noir library designed to compile zero-knowledge regular expression (zk-regex) circuits. This library facilitates the verification of string data within a zero-knowledge circuit, enabling privacy-preserving applications. Regex.nr is particularly valuable for applications"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-25,jp4g,[NCR#1 Proposal] Z-Imburse: Proactive Reimbursement for Crypto-Native Organizations,https://github.com/orgs/noir-lang/discussions/5814,library for; rsa; sha256; halo2; nullifier; commitment; instead of,# Z-Imburse: Proactive Reimbursement for Crypto-Native Organizations    ## Summary  ![image](https://hackmd.io/_uploads/rJpt7x_oA.png)    ![image](https://hackmd.io/_uploads/SkqBHediA.png)    ![image](https://hackmd.io/_uploads/ryirUxdoA.png)      Work in the crypto ecosystem often presents situatio
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-24,0xorio,[NCR#1 Proposal] Safe Wallet Anonymous Email Management Module,https://github.com/orgs/noir-lang/discussions/5813,mimc; plonk; recursive proof,"## **Summary**    Our proposal introduces an innovative approach to **anonymous and secure multisig wallet management through email**, building upon the [Safe Anonymization Module](https://www.notion.so/1d2253bee3984ce7bccba19720c7410b?pvs=21) (SAM) developed by our team previously under a [SafeDAO "
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-24,achab,[NCR#1 Proposal] DataMask: a CYC browser extension based on ZK Email programmable provenance,https://github.com/orgs/noir-lang/discussions/5812,kyc; zkml; instead of,"# Summary    In regulated industries, websites need to restrict access for specific users. For instance, web3 trading platforms might block U.S. residents, betting sites only allow adult, etc. These sites don’t need to know users' identities; they just need to verify that users meet legal requiremen"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-21,Alex-distributed-lab,[NCR#1 Proposal] zkEmail implementation + KYC (Know Your Community) tool,https://github.com/orgs/noir-lang/discussions/5781,rsa; sha256; kyc,"# Summary  First, we aim to build the zkEmail library in Noir and provide certain primitives to the language ecosystem, such as a regex mechanism tailored for ZK.     Secondly, based on the zkEmail solution, we are going to implement a tool for community driving. The logic is straightforward here:  "
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-20,YashBit,[NCR#1 Proposal] Bountied WhistleBlowing Project with zkEmail & Noir,https://github.com/orgs/noir-lang/discussions/5769,rsa; halo2; kyc,"# Bountied WhistleBlowing Project with zkEmail & Noir    ### Summary:    In many cases, whistleblowers face significant threats, including legal repercussions, job loss, or personal harm, deterring them from coming forward with crucial information. Traditional channels for submitting tips or evidenc"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-20,ronykris,[NCR#1 Proposal] TxnProof: A financial transaction verification platform,https://github.com/orgs/noir-lang/discussions/5766,poseidon; oauth,"### **Summary:**    Studies show that around 61% of consumers are concerned about their financial data being shared without their consent​ ([RestorePrivacy](https://restoreprivacy.com/email/secure/)). Additionally, email-based transactions are particularly vulnerable, with 92% of malware delivered v"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-20,ronykris,TxnProof: Privacy-Preserving Financial Transaction verification platform.,https://github.com/orgs/noir-lang/discussions/5765,oauth,"*Summary:*  Studies show that around 61% of consumers are concerned about their financial data being shared without their consent​ ([RestorePrivacy](https://restoreprivacy.com/email/secure/)). Additionally, email-based transactions are particularly vulnerable, with 92% of malware delivered via email"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-19,YashBit,[NCR#1 Proposal] Better Craigslist with zkEmail and Aztec,https://github.com/orgs/noir-lang/discussions/5759,rsa; halo2; kyc,"#  **A Better Craigslist with ZK Email**    ## **Summary:**    Craigslist, established in 1995 by Craig Newmark, began as a local email distribution list in San Francisco and has since evolved into a globally recognized platform for classified ads. The site provides a range of services, from free ad"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-19,Savio-Sou,[NCR#1 Proposal] Sample Submission,https://github.com/orgs/noir-lang/discussions/5755,,"> **Note:** This is a sample submission to [NCR#1](https://github.com/orgs/noir-lang/discussions/5693), meant for demonstration only.    ## Summary    Once upon a time, the Noirwhal decided to mail its first mail.    ## Methodology    The Noirwhal shall swim to the central branch of Ocean Postal Off"
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-18,YashBit,Better Craigslist for zk-Circuits for Noir,https://github.com/orgs/noir-lang/discussions/5749,,Noir Circuits
github_discussions,noir-lang/noir,Q&A,2024-08-13,liudi4046,nargo info circuit size,https://github.com/orgs/noir-lang/discussions/5713,,Is the circuit size printed by `nargo info` correspond to Barretenberg backend?
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2024-08-07,Savio-Sou,[NCR#1 Request] zkEmail,https://github.com/orgs/noir-lang/discussions/5693,rsa; bignum; commitment,> Note: Noir Community Research (NCR) has been renamed to Noir Research Grants (NRG)    ## Overview    The advancement in [Programmable Cryptography](https://0xparc.org/blog/programmable-cryptography-1) and Zero-Knowledge Proofs has been gradually unlocking new potentials to break data out of silos.
github_discussions,noir-lang/noir,Ideas,2024-01-24,Savio-Sou,Submitting Feature Requests as GitHub Issues is recommended,https://github.com/orgs/noir-lang/discussions/4155,,"For leaner engineering workflows, feature requests for Noir are recommended to be raised as GitHub Issues: https://github.com/noir-lang/noir/issues/new/choose"
github_discussions,noir-lang/noir,Ideas,2023-12-13,kobyhallx,LSP Performance problems,https://github.com/orgs/noir-lang/discussions/3787,,"### Problem  LSP is slow to react to user actions when code base is bigger and few actions are requested at once. Eg.  User Saves `.nr` file quickly spotting it's own mistake and saving it again.  In such case LSP is starting few procedures trying to fulfil requests, actions associated with these ac"
github_discussions,noir-lang/noir,Ideas,2023-12-11,marekkirejczyk,Oracles,https://github.com/orgs/noir-lang/discussions/3767,,"### Problem    We would like to create an Ethereum History API library, which would allow developers to access Ethereum data from within Noir circuit. The library would verify data with storage proofs. Data would be then submitted on-chain.    To do so, we would like to leverage unconstrained functi"
github_discussions,noir-lang/noir,Ideas,2023-12-08,kobyhallx,Should IDE goto `std` source definitions,https://github.com/orgs/noir-lang/discussions/3722,,"### Problem  Should IDE plugin and `lsp` realize requests to jump to definitions/declarations/etc of `std` library?    We deliver this library ""embedded"".    ### Happy Case  IDE plugins understand a virtual file system (either on ide side or lsp side) and is able to open source of `std` library and "
github_discussions,noir-lang/noir,Ideas,2023-12-07,kobyhallx,Optimise interner's `find_location_index` to be more performant,https://github.com/orgs/noir-lang/discussions/3709,,### Problem  Optimise Location searching:  https://github.com/noir-lang/noir/blob/f904ae1065af74652b2111ea17b72f994de37472/compiler/noirc_frontend/src/node_interner.rs#L467-L477  as it is very expensive for bigger code bases.  ### Happy Case  We should represent locations in collection optimised for
github_discussions,noir-lang/noir,Ideas,2023-12-07,dmvict,[Tracking]: Reduce duplications in `nargo_cli` and get wasm-friendly parts,https://github.com/orgs/noir-lang/discussions/3704,,### Problem  I made some work with repo    The issue consists of two parts.     ===    First part is duplications in `nargo_cli` `cmd`'s  modules. I noticed that most of the `cmd`'s module  `run` methods have code:  ```rs      let toml_path = get_package_manifest(&config.program_dir)?;      let defa
github_discussions,noir-lang/noir,Ideas,2023-12-04,kobyhallx,Searching for Locations and Nodes is costly,https://github.com/orgs/noir-lang/discussions/3681,,### Problem    Scan for Ident location:  https://github.com/noir-lang/noir/blob/9a3d1d2cf647cd583344f8da122fed1acbca9397/compiler/noirc_frontend/src/node_interner.rs#L467-L477  is expensive in case of larger projects.    ### Happy Case    Node interner structure is optimised to allow find symbols mo
github_discussions,noir-lang/noir,Ideas,2023-11-23,Savio-Sou,Document the interfaces for proving backend integration,https://github.com/orgs/noir-lang/discussions/3553,,"### Problem    Since the monorepo'ing effort started, the Noir codebase is now larger than it ever has been.    It could be tricky and unintuitive for proving backend developers to find the correct code interfaces for how they could integrate their proving backends with Noir.    ### Happy Case    Ad"
github_discussions,noir-lang/noir,General,2023-11-23,Savio-Sou,"Focus of the ""Language Server"" doc page",https://github.com/orgs/noir-lang/discussions/3552,,"## Context    The [Noir Language Support VS Code Extension](https://marketplace.visualstudio.com/items?itemName=noir-lang.vscode-noir) is what Noir developers popularly use to help writing Noir code in VS Code.    The support of Language Server Protocol under the hood, meanwhile, is a generalized co"
github_discussions,noir-lang/noir,Ideas,2023-11-21,benesjan,`nargo fmt --check`,https://github.com/orgs/noir-lang/discussions/3519,,"### Problem  We would like to integrate `nargo fmt`  in CI in aztec-packages but to do that we would need to run `nargo fmt` in ""check-only mode"" (not modifying the files and just throwing instead).**  ### Happy Case  `nargo fmt --check` exits with exit code 1 when formatting issues are spotted.  ##"
github_discussions,noir-lang/noir,Q&A,2023-11-01,panos-xyz,Unconstrained Functions,https://github.com/orgs/noir-lang/discussions/3390,,"### Problem  I understand that in noir, uncertainty computation is similar to the hints function in Cairo. So, can it support functions like sqrt that are more circuit-efficient and convenient for deploying applications like Uniswap?  ### Happy Case    before:   ```      fn sqrt_test(u32 a) -> (u32)"
github_discussions,noir-lang/noir,Ideas,2023-10-27,critesjosh,Field Comparisons,https://github.com/orgs/noir-lang/discussions/3323,library for,"### Problem  Being able to compare Fields in Noir would be useful. I know you can use the BigUint library for the same functionality, but I expect that uses more gates.   ### Happy Case  I can compare large Field elements without using an external library.  ### Alternatives Considered  _No response_"
github_discussions,noir-lang/noir,Ideas,2023-10-27,critesjosh,Noir LSP often crashes with minor syntax errors,https://github.com/orgs/noir-lang/discussions/3321,,"### Problem  It is easy to make the Noir LSP crash. A missing curly brace will do it and it requires a window refresh to get it going again.    Will the nargo formatter help with this? Anything else we can/should do to improve the devex here?  ### Happy Case  Noir LSP doesn't crash, or auto formats "
github_discussions,noir-lang/noir,Ideas,2023-10-13,signorecello,Constrain noir versions in Nargo.toml,https://github.com/orgs/noir-lang/discussions/3140,,"### Problem  Different Noir versions produce different results.    So, people cloning repos always have to watch out for the Noir version the repo was built with. And people writing repos always have to say “use Noir 0.xx”  ### Happy Case  Having a nargo version property in Nargo.toml that would war"
github_discussions,noir-lang/noir,Ideas,2023-10-13,SleepingShell,Allow indexing arrays by a range,https://github.com/orgs/noir-lang/discussions/3139,,"### Problem    Enable indexing of arrays by ranges such as in [Rust](https://doc.rust-lang.org/std/ops/struct.Range.html).    It would also be useful to assign with ranges.    ### Happy Case    ```rust  let x = [1,2,3, 4];  assert(x[0..2] == [1,2]);  assert(x[1..3] == [2,3]);  assert(x[2..] == [3,4]"
github_discussions,noir-lang/noir,Ideas,2023-10-11,critesjosh,Consider adding a Rust vs Noir comparison section to docs,https://github.com/orgs/noir-lang/discussions/3112,,"### Problem  Noir is heavily inspired by Rust. It has many of the same language features, but it is also missing many.    The features of Noir are changing quickly and the differences are probably vast. Something like this may not be worth it, but is at least worth considering.  ### Happy Case  Some"
github_discussions,noir-lang/noir,Ideas,2023-10-10,critesjosh,Friendly error messaging for improper dependency imports,https://github.com/orgs/noir-lang/discussions/3073,,"### Problem  I was missing a trailing slash in the git import of the value note library:    `value_note = { git=""https://github.com/AztecProtocol/aztec-packages"", tag=""aztec-packages-v0.8.7"", directory=""yarn-project/aztec-nr/value-note"" }`    I tried to compile and it gave me 200+ errors without tel"
github_discussions,noir-lang/noir,Ideas,2023-10-10,guipublic,Handle warnings in SSA,https://github.com/orgs/noir-lang/discussions/3072,instead of,"### Problem  SSA codegen/acirgen can generate errors, for instance it can detect index out-of-bounds, failing constraint, division by zero,..  The error is then properly reported to the user.  However, it cannot returns a warning instead of an error, because errors and warnings are handled but rust "
github_discussions,noir-lang/noir,Ideas,2023-10-09,critesjosh,Nargo should print more info when downloading data during first compile,https://github.com/orgs/noir-lang/discussions/3055,,"### Problem  When people are compiling their first Noir program, it will take longer because they have to download some data. This took 7 mins by one user report. `nargo` could print info about what is going on during this step to reduce confusion.  ### Happy Case  `nargo` shows a download progress "
github_discussions,noir-lang/noir,Ideas,2023-10-05,critesjosh,Omit `--name` flag with `nargo init`,https://github.com/orgs/noir-lang/discussions/3003,instead of,### Problem  Can we just do `nargo init [name]` instead of requiring `nargo init --name [name]`? Its a bit more intuitive and easier to type. Not sure if there are any downsides.  ### Happy Case  It's easier to create a Noir project.  ### Alternatives Considered  _No response_  ### Additional Contex
github_discussions,noir-lang/noir,Ideas,2023-10-03,cruzdanilo,feature request: binary literals,https://github.com/orgs/noir-lang/discussions/2974,,"### Problem  binary literals are currently not supported by noir. it would be nice to have this feature, following rust integer literals (https://doc.rust-lang.org/rust-by-example/primitives/literals.html)  ### Happy Case  ```rust  let index = 0b00110110;  ```  ### Alternatives Considered  _No respo"
github_discussions,noir-lang/noir,Ideas,2023-10-02,signorecello,Add a `noir.destroy()` method to `noir_js`,https://github.com/orgs/noir-lang/discussions/2944,,### Problem  We're allocating resources everytime we call `noir.init()`. These will build up specially if state isn't managed correctly in the frontend.  ### Happy Case  Add a noir.destroy() to shut down the backend to avoid using too many resources. This essentially will just call the upstream `bac
github_discussions,noir-lang/noir,Ideas,2023-10-02,signorecello,Options object for the Noir class,https://github.com/orgs/noir-lang/discussions/2943,,"### Problem  Not a problem, just a devex suggestion to keep everything nice and tidy while allowing experienced devs to unleash some Noir superpowers:    Add an “options” object to the Noir construtor, like `new Noir(backend, circuit, { numThreads: 4 })`. This allows to pass options such as `numThre"
github_discussions,noir-lang/noir,Ideas,2023-10-01,(deleted),Lossless Parser,https://github.com/orgs/noir-lang/discussions/2923,,"### Problem  The current parser generates an Abstract Syntax Tree (AST) and ignores trivial elements such as comments and whitespaces, which adversely affects the formatter's ability to retain the original code formatting during analysis and manipulation. To solve this problem, one could develop a l"
github_discussions,noir-lang/noir,Ideas,2023-09-29,kevaundray,Rename noir_js-types to be noir_js-backend-types,https://github.com/orgs/noir-lang/discussions/3226,,### Problem  This is a tracking issue for:    - https://github.com/noir-lang/noir/pull/2893#discussion_r1341285326  - https://github.com/noir-lang/noir/pull/2893#discussion_r1341285611  ### Happy Case  Solve those issues  ### Alternatives Considered  _No response_  ### Additional Context  _No respon
github_discussions,noir-lang/noir,Ideas,2023-09-15,Savio-Sou,Ensure proving backend(s) <> Nargo installed is compatible,https://github.com/orgs/noir-lang/discussions/2709,rsa; outdated,"### Problems    #### Ambiguous incompatibility error message    When users attempt to use Nargo with an incompatible version of proving backend (incompatibility due to an outdated local install for example), they would currently be prompted with:  ```  % nargo info  Error: The backend encountered an"
github_discussions,noir-lang/noir,Ideas,2023-09-15,kevaundray,Add documentation generator,https://github.com/orgs/noir-lang/discussions/2710,,### Problem    Similar to rust-doc it would be helpful if Noir could have doc comments and a way for those to be exported such that they can be ingested by other tools.    ### To-do    - Investigate the different ways to have something akin to rust-docs/doxygen
github_discussions,noir-lang/noir,Ideas,2023-09-14,signorecello,Document noirup versions,https://github.com/orgs/noir-lang/discussions/2698,,### Problem  People don't know noirup can target specific versions and commits  ### Happy Case  Document it  ### Alternatives Considered  _No response_  ### Additional Context  _No response_  ### Would you like to submit a PR for this Issue?  No  ### Support Needs  _No response_
github_discussions,noir-lang/noir,Ideas,2023-09-14,Savio-Sou,Test noir-starter in Noir CI,https://github.com/orgs/noir-lang/discussions/2691,,"### Problem    For browser compatibility, we currently test [compile_prove_verify.test.ts](https://github.com/noir-lang/noir/blob/1b4823ec1aebb83072db740fb53fbc8c40584c33/compiler/integration-tests/test/integration/browser/compile_prove_verify.test.ts) in headless browsers on releases.    Meanwhile,"
github_discussions,noir-lang/noir,Ideas,2023-09-14,Savio-Sou,Extend browser integration-tests to cover verification with Solidity verifier,https://github.com/orgs/noir-lang/discussions/2690,,### Problem    The current [compile_prove_verify.test.ts](https://github.com/noir-lang/noir/blob/1b4823ec1aebb83072db740fb53fbc8c40584c33/compiler/integration-tests/test/integration/browser/compile_prove_verify.test.ts) headless browser test covers:  1. Compilation  2. Execution  3. Proving with bb.
github_discussions,noir-lang/noir,Ideas,2023-08-28,(deleted),add turbofish-like syntax,https://github.com/orgs/noir-lang/discussions/3413,,"### Problem  In Rust, the ""turbofish"" syntax (`::<>`) allows users to explicitly specify generic type parameters in function calls. This feature has proven to be useful for disambiguating type inference in certain scenarios.  ### Happy Case  ```rust  fn main() {      let mut slice = [];      slice ="
github_discussions,noir-lang/noir,Ideas,2023-08-18,Maddiaa0,feat(attributes): Allow for custom attributes,https://github.com/orgs/noir-lang/discussions/3412,,"### Problem    In my perfect world, noir would support for macros, a way to get there is to allow for arbitrary attibutes names that are not restricted to some built in functionality like blackbox or oracle calls.     e.g.  ```rust  #[some_macro]  fn this_function_is_transformed_into_a_macro() {    "
github_discussions,noir-lang/noir,Ideas,2023-08-10,Ethan-000,Proposal: modify nargo to support third party plugins like cargo,https://github.com/orgs/noir-lang/discussions/3383,halo2,### Problem    Support third party plugins so nargo functionalities can be extended by the community without requiring the nargo team to maintain everything    more on this here https://github.com/rust-lang/cargo/wiki/Third-party-cargo-subcommands    related to https://github.com/noir-lang/noir/issu
github_discussions,noir-lang/noir,Q&A,2023-07-22,skaunov,Regression issue?,https://github.com/orgs/noir-lang/discussions/2002,,"I'm very new and going through <https://noir-by-example.org/examples/comptime/>. This particular one gave unexpected result, and I'm a bit lost where it's better to report among repos.    ```noir  fn main() -> pub Field {      let known_at_compile_time: comptime Field = 1;        // let inferred_kno"
github_discussions,noir-lang/noir,General,2021-03-25,kevaundray,Welcome to noir Discussions!,https://github.com/orgs/noir-lang/discussions/35,rsa,<!--      ✏️ Optional: Customize the content below to let your community know what you intend to use Discussions for.  -->  ## 👋 Welcome!    We’re using Discussions as a place to connect with other members of our community. We hope that you:    * Ask questions you’re wondering about.    * Share idea
